case_id,customer_id,event_timestamp,data_source,generator_version,failure_category,payment_method,recovery_action,customer_segment,amount_rupees,attempt_count,communication_count,customer_success_rate,customer_tenure_days,previous_failures,previous_recoveries,hours_since_failure,days_to_deadline,hour_of_day,day_of_week,is_subscription,recovered,recovered_amount_rupees,action_cost_rupees,net_recovered_rupees,time_to_recovery_hours
6c82007e-b52b-4781-b39f-bf4b39f6529e,cust_e6a6d09f9e8f,2025-08-23T06:39:00+00:00,synthetic,synthetic_v1,unknown,upi,human_review,standard,1066.27,1,2,0.8649,487,1,1,12.5,6.48,6,5,1,1,1066.27,50.0,1016.27,27.71
372450cb-06fd-42bd-b905-d2322cac3841,cust_e573bd67ac9c,2025-08-23T07:35:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,retry_payment,standard,955.14,0,0,0.8374,604,1,1,89.6,3.27,7,5,0,1,955.14,0.5,954.64,25.34
eb90d871-f3f9-412a-bd29-86249fa7ee76,cust_6bd4e1263748,2025-08-23T08:14:00+00:00,synthetic,synthetic_v1,insufficient_funds,emandate,send_payment_link,standard,1083.41,0,1,0.9043,497,0,0,2.46,6.9,8,5,0,0,0.0,1.0,-1.0,
57656caa-550d-451f-b1aa-746d599324bd,cust_470b4e096b33,2025-08-23T08:42:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,wallet,retry_payment,standard,1354.79,1,1,0.8431,875,1,1,11.4,6.53,8,5,0,1,1354.79,0.5,1354.29,43.32
03a4a3fa-5738-4c5d-8528-ec6b6a69f402,cust_d650be770e34,2025-08-23T09:02:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,request_customer_authorization,high_value,13687.49,3,2,0.5576,1305,4,2,81.3,3.61,9,5,0,0,0.0,1.0,-1.0,
57dbf35a-0358-48ec-b03e-f34fab7be176,cust_d82837ce64c1,2025-08-23T09:08:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,request_customer_authorization,standard,1089.02,2,2,0.8085,251,0,0,1.08,6.96,9,5,1,0,0.0,1.0,-1.0,
000a92b7-42de-4c82-a871-7a415f2027c6,cust_03189a048343,2025-08-23T10:26:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,high_value,4271.53,3,2,0.4867,1271,2,2,44.35,5.15,10,5,0,1,4271.53,0.5,4271.03,12.85
931baba1-80d9-4233-8d57-456dc25c9e0b,cust_630f61dd99aa,2025-08-23T11:22:00+00:00,synthetic,synthetic_v1,insufficient_funds,netbanking,retry_payment,standard,1436.84,0,3,0.8603,695,3,3,15.02,6.37,11,5,1,0,0.0,0.5,-0.5,
47dd6311-6459-486d-9557-cea664fc0d1c,cust_91c0265cb542,2025-08-23T12:56:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,card,request_customer_authorization,high_value,1101.33,0,0,0.4203,1284,2,1,103.8,2.67,12,5,0,1,1101.33,1.0,1100.33,1.94
5b390733-158b-4fa8-9b8a-0414962905d5,cust_be8365c154bd,2025-08-23T13:11:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,retry_payment,standard,1455.87,1,2,0.8778,49,1,1,11.8,6.51,13,5,1,0,0.0,0.5,-0.5,
3682005a-1980-46ce-b96c-4e0bf78b9bca,cust_79edf41ada2b,2025-08-23T13:46:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,retry_payment,high_value,2105.14,3,0,0.9602,1426,0,0,23.07,6.04,13,5,1,1,2105.14,0.5,2104.64,2.99
b3868165-1d72-4978-834a-beba5e21fff7,cust_42ce71aafb50,2025-08-23T15:37:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,standard,4380.3,1,0,0.475,535,1,0,1.16,6.95,15,5,1,0,0.0,0.5,-0.5,
f39b3443-2416-47c4-b479-6235ca14395b,cust_c7ced8daa0a4,2025-08-23T15:38:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,human_review,high_value,2263.93,1,0,0.5057,1706,3,3,7.2,6.7,15,5,0,0,0.0,50.0,-50.0,
0ae610b3-8f8a-4e52-aadc-dbce19274711,cust_d9b87ccf6246,2025-08-23T16:51:00+00:00,synthetic,synthetic_v1,insufficient_funds,emandate,retry_payment,high_value,2546.4,2,1,0.895,1134,1,1,29.03,5.79,16,5,0,0,0.0,0.5,-0.5,
048985cf-2e43-4a6f-b66f-a37dd2f5271f,cust_3d06a5536a7d,2025-08-23T17:04:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,upi,request_customer_authorization,standard,928.2,2,0,0.5481,503,1,1,48.11,5.0,17,5,1,0,0.0,1.0,-1.0,
5e4e7168-5697-44c9-a15d-8c7b3a35b104,cust_9fd54a28d6b5,2025-08-23T17:17:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,retry_payment,standard,1549.67,0,2,0.8697,48,2,2,57.05,4.62,17,5,1,0,0.0,0.5,-0.5,
8dbeca3a-a1b2-466e-8ea3-143660a0d3af,cust_690ac2aa42e4,2025-08-23T17:57:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,wallet,request_payment_method_update,high_value,903.35,2,2,0.8487,1610,3,3,23.08,6.04,17,5,0,1,903.35,1.5,901.85,1.19
ff7f8b0c-8b36-4fba-8a01-b7af6ab74fa2,cust_65d9d8409403,2025-08-23T18:37:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,retry_payment,high_value,2928.41,0,1,0.6668,1018,3,3,113.97,2.25,18,5,0,0,0.0,0.5,-0.5,
2d45c915-1b77-4431-b604-8cce2ba6d46b,cust_04022f764eb1,2025-08-23T19:04:00+00:00,synthetic,synthetic_v1,insufficient_funds,netbanking,retry_payment,high_value,1479.29,0,0,0.4735,1791,1,0,20.49,6.15,19,5,1,1,1479.29,0.5,1478.79,8.29
59f924b6-4215-4036-9eb7-3cf34a32700c,cust_94d0586d47fe,2025-08-23T19:11:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,standard,209.5,2,0,0.6317,308,5,4,36.61,5.47,19,5,0,1,209.5,0.5,209.0,11.65
47e59b76-ceda-4433-9909-4b15a534ec69,cust_7c312de93e76,2025-08-23T19:37:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,stop_recovery,high_value,4818.23,1,1,0.7889,1362,0,0,14.32,6.4,19,5,0,0,0.0,0.0,0.0,
bb1fe0aa-0f55-400f-85e2-1c0aec374b45,cust_425ab2a647e7,2025-08-23T19:43:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,card,retry_payment,high_value,683.76,0,1,0.7895,1763,2,1,25.48,5.94,19,5,0,1,683.76,0.5,683.26,14.57
52eda09e-d137-4650-bd16-0e804cf3ebfb,cust_c52fb204a496,2025-08-23T20:18:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,wallet,request_payment_method_update,high_value,7391.5,0,1,0.7959,1712,2,2,5.48,6.77,20,5,1,1,7391.5,1.5,7390.0,35.1
f3d30559-5ea5-4d83-88c9-7ea40bfff2f7,cust_1073c5db7f6a,2025-08-23T21:07:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,emandate,retry_payment,standard,714.64,0,0,0.5115,658,2,2,81.28,3.61,21,5,1,1,714.64,0.5,714.14,12.94
f693123a-09ef-49f5-ab97-bc1861688ebb,cust_7f5d1252a9c9,2025-08-23T22:06:00+00:00,synthetic,synthetic_v1,insufficient_funds,emandate,retry_payment,high_value,735.61,1,0,0.7865,1059,3,3,2.99,6.88,22,5,0,0,0.0,0.5,-0.5,
f60f34d9-9c95-4114-a3e5-41bc39e7b612,cust_2648c27d72f5,2025-08-23T22:19:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,send_payment_link,standard,2775.22,0,2,0.7468,537,2,1,8.69,6.64,22,5,1,1,2775.22,1.0,2774.22,9.27
a26fc6bc-5043-4e12-8b79-c7c06a8e91cf,cust_407123a198ec,2025-08-23T23:23:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,standard,2242.08,0,0,0.9693,847,0,0,29.54,5.77,23,5,1,1,2242.08,0.5,2241.58,3.3
be53d4c5-7fc5-476a-b1a1-6539a30a0a46,cust_0e2c017bcd28,2025-08-23T23:59:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,retry_payment,high_value,1813.88,2,1,0.8169,1290,1,1,35.0,5.54,23,5,0,0,0.0,0.5,-0.5,
13fe617a-85b2-457b-8da1-83937b85133e,cust_cfc9f196b6d7,2025-08-24T00:13:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,netbanking,stop_recovery,high_value,1056.62,0,3,0.755,1007,3,1,0.02,7.0,0,6,0,1,1056.62,0.0,1056.62,0.7
0e79447c-c83c-4447-beef-569c6022ebd8,cust_96ed820f233f,2025-08-24T01:16:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,emandate,retry_payment,standard,459.36,1,3,0.6183,788,2,0,16.94,6.29,1,6,0,1,459.36,0.5,458.86,20.95
1431039d-f8d8-4b31-9051-81145bb28029,cust_b78b2329bd79,2025-08-24T02:07:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,human_review,high_value,9652.33,1,0,0.744,1053,0,0,14.48,6.4,2,6,0,0,0.0,50.0,-50.0,
ba06267c-40fd-4bcd-a003-d00801a0971b,cust_201d5dc17895,2025-08-24T02:20:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,card,request_payment_method_update,standard,2027.29,1,2,0.8503,407,3,2,9.13,6.62,2,6,0,1,2027.29,1.5,2025.79,19.33
cb2a415e-8326-44e1-87e9-3aa727443c87,cust_2ce7f611fe1b,2025-08-24T03:17:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,retry_payment,standard,5283.24,2,1,0.9376,235,3,2,3.91,6.84,3,6,0,1,5283.24,0.5,5282.74,0.97
b335fcf1-5b98-4415-b1c9-90e374a2e843,cust_04e23dcca874,2025-08-24T03:37:00+00:00,synthetic,synthetic_v1,unknown,netbanking,human_review,high_value,8809.92,0,0,0.552,1809,1,0,8.22,6.66,3,6,0,0,0.0,50.0,-50.0,
6bcffcf2-b7ce-46e6-bdfd-afc69a48ab7c,cust_64fcd242d821,2025-08-24T04:00:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,card,retry_payment,high_value,1126.28,1,0,0.7717,1073,2,1,10.71,6.55,4,6,0,1,1126.28,0.5,1125.78,23.84
4c4f7538-2f2f-430b-a436-3cbbac34eb86,cust_18e8768b5575,2025-08-24T04:04:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,retry_payment,high_value,10878.6,3,2,0.9534,266,2,2,10.43,6.57,4,6,0,0,0.0,0.5,-0.5,
419fc53d-f615-4b73-a167-b47c234434cb,cust_2b0041d89f88,2025-08-24T04:28:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,emandate,stop_recovery,high_value,2191.98,0,0,0.705,1802,1,1,27.96,5.83,4,6,1,0,0.0,0.0,0.0,
1a034ec0-92cd-450a-a693-f4f9087e6af2,cust_b28611011bda,2025-08-24T05:19:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,card,request_customer_authorization,standard,5705.53,1,1,0.8637,562,2,2,5.46,6.77,5,6,1,1,5705.53,1.0,5704.53,78.73
9e788ec0-d6d7-4591-b6b0-548a49ce8dd7,cust_71628a2150e8,2025-08-24T05:35:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,upi,request_customer_authorization,high_value,3879.22,0,1,0.6978,1509,2,2,0.2,6.99,5,6,0,1,3879.22,1.0,3878.22,47.91
2e80a175-f7a9-45ea-8c41-c292b43ce109,cust_db9fb71ba8b4,2025-08-24T07:01:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,card,retry_payment,high_value,910.28,1,0,0.3274,961,1,0,10.5,6.56,7,6,1,0,0.0,0.5,-0.5,
215d8c01-50eb-4e57-aa85-ccba705403ed,cust_b8e61f0af2f2,2025-08-24T07:23:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,netbanking,retry_payment,high_value,2969.45,0,3,0.9579,1497,3,2,19.98,6.17,7,6,1,1,2969.45,0.5,2968.95,11.89
e51b7ddf-9afd-4987-a3e6-692d6afcae46,cust_6aef8b96c991,2025-08-24T07:56:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,retry_payment,high_value,10045.72,0,3,0.4296,1774,1,1,21.47,6.11,7,6,1,0,0.0,0.5,-0.5,
70da32bf-9a5f-493a-9a88-71a51d6cc719,cust_43071f92f58d,2025-08-24T08:02:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,netbanking,request_customer_authorization,high_value,8921.64,2,0,0.5515,1410,1,1,59.99,4.5,8,6,0,0,0.0,1.0,-1.0,
85e3dd38-e4ee-4775-93dc-a5fb55071101,cust_5c60c50395a6,2025-08-24T08:02:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,upi,request_customer_authorization,high_value,769.44,1,0,0.5052,1510,2,2,36.62,5.47,8,6,0,0,0.0,1.0,-1.0,
36fb5489-aa39-4b38-8343-787f85f4e899,cust_8aff76e4d58a,2025-08-24T08:25:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,netbanking,request_payment_method_update,standard,5440.38,0,1,0.5888,510,2,1,20.08,6.16,8,6,0,0,0.0,1.5,-1.5,
f45da55f-c94f-4974-84eb-51401cd36ece,cust_1ec82ac3a808,2025-08-24T09:12:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,upi,request_payment_method_update,high_value,16459.85,0,3,0.6963,1720,0,0,82.38,3.57,9,6,0,0,0.0,1.5,-1.5,
775e0b52-07bc-4e77-90c3-8cc4be82fed4,cust_a2dfc885f3c7,2025-08-24T09:19:00+00:00,synthetic,synthetic_v1,insufficient_funds,emandate,retry_payment,standard,1473.83,3,1,0.8138,107,1,1,4.84,6.8,9,6,0,0,0.0,0.5,-0.5,
29487abb-e03b-47d2-abf2-6fc445287952,cust_f306cc73dd43,2025-08-24T09:59:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,retry_payment,high_value,1107.74,3,2,0.8499,1098,2,1,46.46,5.06,9,6,0,0,0.0,0.5,-0.5,
35ab7163-9ca1-4dcd-97ea-0dd814d45b3a,cust_d306d643d4a2,2025-08-24T11:10:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,card,request_customer_authorization,high_value,586.58,0,0,0.9496,1244,1,1,47.41,5.02,11,6,0,1,586.58,1.0,585.58,86.66
8eac3da4-7738-414a-98a2-4216befffeef,cust_7ea300019f7a,2025-08-24T12:53:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,retry_payment,standard,187.78,0,1,0.7803,537,2,2,0.44,6.98,12,6,1,1,187.78,0.5,187.28,1.5
1f9d1c89-4258-4e59-9bd7-8dbb0d0bd8a8,cust_d640f336838a,2025-08-24T13:00:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,card,request_customer_authorization,high_value,480.71,0,0,0.7026,1193,1,0,23.08,6.04,13,6,0,1,480.71,1.0,479.71,17.53
f917b782-af2e-4b2e-98b9-9f1541dc4d43,cust_80b2b0a5b7ab,2025-08-24T13:21:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,retry_payment,high_value,1158.96,0,2,0.7947,1243,1,0,9.0,6.62,13,6,0,1,1158.96,0.5,1158.46,7.35
010f62df-7d9e-47b3-bb2c-f070bebd701d,cust_fa06c3c999eb,2025-08-24T14:27:00+00:00,synthetic,synthetic_v1,insufficient_funds,netbanking,retry_payment,high_value,10160.62,0,0,0.7385,449,3,2,1.73,6.93,14,6,0,1,10160.62,0.5,10160.12,11.72
211f89c8-79f3-43ca-8293-5c40d2f35bd3,cust_6834e70b42d4,2025-08-24T14:42:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,standard,2679.76,1,0,0.6209,815,0,0,7.13,6.7,14,6,1,1,2679.76,0.5,2679.26,29.72
6983ea56-2fa9-4dba-a7e3-d10b113007f1,cust_614b826f40d6,2025-08-24T15:04:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,request_customer_authorization,standard,939.73,0,0,0.516,203,2,0,5.94,6.75,15,6,0,1,939.73,1.0,938.73,3.33
dc722eee-f606-486e-818a-df4124febffb,cust_5231643a26ec,2025-08-24T16:03:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,emandate,human_review,standard,788.42,0,1,0.9138,720,0,0,0.2,6.99,16,6,1,0,0.0,50.0,-50.0,
85a00869-9366-4b3d-9688-3f53fcff81f7,cust_d02049dfb60d,2025-08-24T16:59:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,netbanking,send_payment_link,high_value,2748.11,1,1,0.7074,1153,2,2,2.75,6.89,16,6,1,1,2748.11,1.0,2747.11,4.25
8dce78bf-d716-4965-8a14-a8b6091cab1d,cust_10f207c55c8f,2025-08-24T16:59:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,human_review,high_value,556.05,1,0,0.7339,1099,2,2,16.04,6.33,16,6,0,0,0.0,50.0,-50.0,
dfe6e3cd-91ea-4792-bc90-8c20d0432d13,cust_11d5616c3982,2025-08-24T17:23:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,upi,request_customer_authorization,high_value,2501.42,0,0,0.741,1624,1,1,15.81,6.34,17,6,0,0,0.0,1.0,-1.0,
69bc221d-e211-4faa-b4d5-c2cc706d0d0c,cust_57f51b998a54,2025-08-24T17:45:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,card,request_payment_method_update,high_value,3494.6,1,0,0.5427,1439,2,2,5.38,6.78,17,6,1,0,0.0,1.5,-1.5,
84242f7b-d3e1-490d-b93b-5d302c4fd6e2,cust_3bd633cbabad,2025-08-24T18:19:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,wallet,retry_payment,new_or_risky,1073.88,0,1,0.4036,339,2,1,61.61,4.43,18,6,0,0,0.0,0.5,-0.5,
18e4dd6f-d7c2-4636-9df9-0679e56107f0,cust_2dadea45729a,2025-08-24T19:31:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,emandate,request_customer_authorization,high_value,592.44,1,1,0.8915,1755,2,2,18.06,6.25,19,6,0,1,592.44,1.0,591.44,120.27
0e080de0-4fa4-47f7-8d8f-cf32cae19cda,cust_0e3c5d4722b8,2025-08-24T20:21:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,emandate,request_customer_authorization,standard,483.53,2,1,0.7115,495,1,1,20.33,6.15,20,6,0,1,483.53,1.0,482.53,4.0
e7207d63-9f71-4a44-8c2f-cd82f2ed079c,cust_6545faa5ed64,2025-08-24T20:47:00+00:00,synthetic,synthetic_v1,unknown,emandate,human_review,high_value,2012.94,0,0,0.7639,1097,1,0,32.74,5.64,20,6,0,0,0.0,50.0,-50.0,
e3dfccb1-8a4c-423b-8290-7cbace503b43,cust_185c96df60ea,2025-08-24T21:14:00+00:00,synthetic,synthetic_v1,insufficient_funds,emandate,request_payment_method_update,high_value,1660.16,3,0,0.7811,1457,5,4,18.29,6.24,21,6,1,1,1660.16,1.5,1658.66,59.44
b33b4db4-3dfa-484f-940c-a1e9b32202da,cust_089ed01244fa,2025-08-24T22:30:00+00:00,synthetic,synthetic_v1,unknown,card,human_review,standard,1568.8,0,0,0.7232,768,1,0,6.58,6.73,22,6,0,0,0.0,50.0,-50.0,
4a47f85e-d4bb-4924-b226-28f87c1e7b55,cust_a5512c0ad288,2025-08-24T23:25:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,emandate,request_payment_method_update,high_value,1296.24,2,0,0.5051,1330,3,2,5.71,6.76,23,6,0,0,0.0,1.5,-1.5,
b7c97086-6c87-4595-9a1d-3524aa93ceb4,cust_d804e892e70b,2025-08-25T00:26:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,upi,request_payment_method_update,high_value,594.02,1,0,0.5969,1088,1,1,7.39,6.69,0,0,0,1,594.02,1.5,592.52,53.91
125a220b-2582-4abf-9761-64713c378150,cust_fb3d9bb91657,2025-08-25T00:56:00+00:00,synthetic,synthetic_v1,unknown,card,request_customer_authorization,high_value,571.13,1,0,0.9201,969,1,1,47.29,5.03,0,0,0,0,0.0,1.0,-1.0,
dcb0a1f2-c5c5-4781-bbbb-08394c58945d,cust_30335cef4b45,2025-08-25T01:30:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,send_payment_link,standard,2102.38,1,1,0.8576,353,1,1,11.84,6.51,1,0,0,1,2102.38,1.0,2101.38,40.83
fd90d7f7-959a-4bc0-b2b8-028a79a8ed50,cust_89c29029ab8f,2025-08-25T02:01:00+00:00,synthetic,synthetic_v1,unknown,card,human_review,standard,1823.5,0,0,0.8266,683,0,0,36.28,5.49,2,0,1,0,0.0,50.0,-50.0,
f261ac3e-8d00-460c-8a45-df6114db3bbb,cust_48386dc3d5d0,2025-08-25T02:13:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,card,request_customer_authorization,standard,681.96,4,0,0.7727,142,1,1,13.35,6.44,2,0,0,0,0.0,1.0,-1.0,
37e38334-7f29-4bb7-9898-22f04f2e0078,cust_f97834efeaf8,2025-08-25T03:37:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,emandate,request_customer_authorization,standard,4879.4,0,1,0.7826,61,0,0,12.54,6.48,3,0,0,1,4879.4,1.0,4878.4,68.47
e711f310-8e79-4fef-9abd-d9cd0137a3e2,cust_c3252994444c,2025-08-25T03:44:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,emandate,request_customer_authorization,high_value,15057.88,1,0,0.8037,777,2,2,88.97,3.29,3,0,0,1,15057.88,1.0,15056.88,38.75
b2f3e05c-b8ee-427d-a6dc-1dd39da53086,cust_3c52a0bf20b3,2025-08-25T05:01:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,card,request_customer_authorization,high_value,3116.41,0,0,0.9512,1591,0,0,8.09,6.66,5,0,0,1,3116.41,1.0,3115.41,2.67
e8b373b0-f69e-4eac-849a-a48b72d8f4c7,cust_0d99f06e195d,2025-08-25T05:24:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,high_value,511.9,2,0,0.7972,1609,1,1,19.08,6.21,5,0,1,0,0.0,0.5,-0.5,
89a89543-0eab-4548-9a69-14979d38424d,cust_f3c978a08458,2025-08-25T05:34:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,retry_payment,high_value,243.13,2,0,0.7651,1578,4,2,9.16,6.62,5,0,1,1,243.13,0.5,242.63,2.22
f8feda19-a28c-40ac-88d1-4eb5c386c334,cust_fe9577aaa408,2025-08-25T05:42:00+00:00,synthetic,synthetic_v1,unknown,netbanking,request_payment_method_update,standard,1226.81,1,0,0.7696,725,1,0,40.94,5.29,5,0,0,0,0.0,1.5,-1.5,
af8fa663-8fa5-445d-a7b6-8a074932f8e5,cust_4c4a61ab7861,2025-08-25T06:05:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,stop_recovery,standard,8700.29,0,3,0.6059,691,4,3,2.74,6.89,6,0,1,0,0.0,0.0,0.0,
d42583ca-8f7d-4566-9c74-e1c7602a340d,cust_7ee928a58c65,2025-08-25T06:19:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,emandate,send_payment_link,standard,3065.66,2,2,0.6315,358,2,2,92.59,3.14,6,0,0,1,3065.66,1.0,3064.66,59.14
3360751c-c447-4e4b-98f4-da0df2257879,cust_83ec2f0d0506,2025-08-25T06:29:00+00:00,synthetic,synthetic_v1,unknown,upi,human_review,high_value,3927.34,3,0,0.8803,1595,3,2,6.34,6.74,6,0,1,0,0.0,50.0,-50.0,
38315e15-ed8a-41ae-8626-02a3592da154,cust_b98501493ff9,2025-08-25T06:29:00+00:00,synthetic,synthetic_v1,insufficient_funds,netbanking,retry_payment,standard,7509.16,4,1,0.7529,872,1,1,8.14,6.66,6,0,1,0,0.0,0.5,-0.5,
f4ac27c9-1e33-4d5b-9b3d-edaa5272b95d,cust_cca43778bb65,2025-08-25T06:54:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,retry_payment,high_value,8364.47,0,3,0.7694,1323,3,3,0.8,6.97,6,0,0,1,8364.47,0.5,8363.97,5.32
56292c10-c417-41fe-be20-a4424824f8e7,cust_c88dce57a269,2025-08-25T07:07:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,netbanking,request_customer_authorization,high_value,5400.16,0,0,0.718,1356,1,0,7.83,6.67,7,0,0,0,0.0,1.0,-1.0,
